,0
637,r3hfo8-Ice-Gastro-Pub-Gumusluk
638,obp4ws-Goztepe-Vefa-Pasta-Cafe
639,12fp5t-Emrem-Kir-Lokantasi
640,ppw63s-Ismail-Dalan-Gazino
641,jehcnm-Hayris-Home-Yemekleri
642,ifxv5y-ChiLLek-Cafe
643,iay0qo-Is-More-Cafe
644,yweqyz-Eskiyol-Vakfikebir-Ekmek-Firini
645,hte0oj-Havuzlu-Park-2
646,mhdei4-HARMANDALI-FIRIN-CAFE
647,g4fyym-Etlik-Aile-Kasabi
648,b7cf9w-DUMLUPINAR-ET-MANGAL-TAVUK-KOFTE
649,5c6yxh-Kosem-Cafe
650,n9xnha-Gul-Cafe-Pastane
651,ynhzwz-Cafemiz
652,x92mid-Evim-Et-Lokantasi
653,o0ycv7-Durumcu-Bedir-Usta-Uncali-Sube
654,u11dl2-Hilal-Piknik-Restaurant
655,499lgv-Coffeemania
656,gkm96t-Coffee-Figur
657,ha66ne-Cafe-Tadim-tuzum
658,lw8ise-DR-CUISINE
659,koqwno-hikmet-usta
660,exod59-Flora-Restoran-Cafe
661,3b1n5o-Kofteci-Kemal
662,9ius5y-Feritin-Yeri-Ko-Ko
663,s9w35i-Eysan-Meyhanesi
664,1gxl3p-Calypso
665,3rc8vl-Ceyda-Cafe
666,9rr1ce-Dogus-Pastaneleri
667,5q8acm-Izgara-Izgara
668,ydqfvz-Firinci-Orhan-Torekent
669,2wejtc-Cafe-Prestige
670,8yilzs-GARDEN-CAMLICA-NARGILE-CAFE
671,m0mmln-Firinci-Osman
672,l5x94q-Cafe-Sessiz
673,pch2lr-Inci-Izgara
674,iwvbu7-istanbul-simitcisi
675,nw15o3-Goztepe-Yelken-Cafe
676,dnlsnk-Cinss
677,clw1yi-Halil-Usta-Ocakbasi-Kebap
678,xl2qcc-Gul-et-kasabi
679,wk97ce-Eskici-Karatas
680,sgbf3t-Hilal-Simit-Doner
681,43ajg1-Gunbatimi-Restaurant
682,gwx4pp-Hayal-Cafe
683,tqvm5l-Chef-Medet
684,h3qvad-Hatca-Ana-Ev-borekleri
685,8s7neu-Dogay-Cafe-Battalbey
686,7jb3a2-fishadalarbalikevi
687,ivgebc-Izmir-Boyoz-Firini
688,0hnk0i-Gonul-Duragi
689,3wo7qf-Irem-Balik
690,o145kn-Garipce-Kumsal-Cafe
691,3pty4b-Inceoglu
692,xnaktt-ECR-PORTAKAL
693,ugv15t-Doyum-Corbaci
694,mvlqz2-Gorkem-Kiraathanesi
695,uze238-Gul-Lokantasi
696,t38121-En-Trendy-Cafe-Beach
697,jt8lve-Hobim
698,o90w9i-Cancalin
699,72uep4-Coffee-Luccaa
700,dwrfdv-Gul-Kardesler-Firini
701,m3yj9d-Cemre-Kahvalti-Fast-Food
702,d7ddxh-CoCo-Waffle-Coffee-Shop
703,ucv8q1-Hacibeyim-Kebap
704,2s1ic1-Hanimeli-Bufe
705,mmcpad-gurme-caffe
706,fycpdx-Kofteci-Koca-Usta
707,lyoxln-dilek-havuz-basi
708,5on05w-Gonul-Florya
709,l7gtyv-Gumuspala-Ekmek-Pasta-Cafe
710,igjkh1-Dus-Cafe-Meryem
711,knn0sd-Expo-Istanbul-Yali-Evi
712,slq09a-hallacoglu-kebap
713,uv1qml-Esnaflar-Doner-Yemek-Salonu
714,9k9hza-Irfan-Cati-Restoran
715,5h3u3s-Hamarat-Ev-Yemekleri
716,dybx59-Defne-Borek
717,lw4o2z-Erguney-Et
718,43l0am-Ju-Cafe-Coffee
719,91ns37-Happy-Moons-Bobs-Cafe
720,qppghs-Jacky-Jones-Coffee
721,pnaxfa-Hello-okey-salonu
722,ck09s9-Doruk-Tandir
723,ru1ugk-Ilgarlar-Gol-Cafe
724,gnmb9w-Daily-Dana-Burger-Steak-Fenerbahce
725,26lf6n-Kofteci-Omer-Usta
726,03zdjq-Hulya-Pastanesi
727,kvsam1-huseyin-abini-kahvesi
728,enn0s8-HASZADE-KAHVECISI
729,170kaz-Gozde-Cafe
730,w1h9b6-Gulhan-Kebap-Doner-Salonu
731,lgqlwu-DMD-Simit-Sarayi
732,9b4w7w-Erciyes-Borek-Cafe-Bistro
733,mkg8v9-dehset-market
734,33vbf1-Hacinin-Yeri-Cinar-Koftecisi
735,v9dgw3-ET-VE-SUT-KURUMU-KURTTEPE-SB
736,5mvqcn-Centro-Park
737,bspzkr-Cafem
738,mhg0wg-Hatipoglu
739,fryshr-Iklim-Et-Restaurant
740,6co9g7-Can-Bufe
741,p6tv56-Firin-Istanbul
742,ozy4js-Inci-Urfa-Kebap-Salonu
743,zve0bo-Eyuboglu-Mangal
744,v9me9c-Dodurga-Cafe-Fastfood
745,tfqby0-Guzeloba-meshur-aksu-kofte-piyaz
746,m4rxpr-Ilgaz-Cafe
747,4891v2-Gunel-Tatlicisi
748,dk6fn5-donerci-ibo-dayi
749,xo0szp-Cafe-Racer
750,98pc8w-Cookshop
751,a1xx6e-enistenin-yeri
752,ep6t15-Esenyurt-Kale-Kafe-Ve-Nargile
753,kmv5nd-hayal-cafe-serkanin-yeri
754,fxaqrn-Firinim-Sutculer
755,9i6tfy-Kofteci-Mujdat
756,oxoqi6-Efa-Supermarket
757,ro3zua-Illi-Catering
758,rc36f3-Durumculer-Tepesi
759,ktn8gj-Dominos-Pizza
760,rrpbbm-Cafe-Studio-Break
761,nsusf8-Hanedan-Cigkofte
762,fg2a9d-Incir-Alti-Cafe
763,lav9m7-Idil-Izgara-Ve-Yemek-Salonu
764,6dhze5-Durak-Restaurant-Cafe
765,5unpzf-Haci-Saki
766,gnlgyz-Elit-Cafe
767,s285mm-incirlik-air-base-starbuck
768,9i94g5-Irem-Konutlari-Sosyal-Tesisleri
769,r2l78x-Hayat-Cafe-Duraliler
770,b1rdom-Han-Ev-Yemekleri
771,f86gvi-Cafe-SADIK
772,go1vky-Gunay-Ankara
773,rd51du-Firindan-Cafe-pasta
774,avy5xr-Cicim-Esnaf-Lokantasi
775,9fqqod-Gunes-Restaurant
776,csf8wt-CafeBiz
777,mkcoq6-Jungle-Lounge
778,qx9l8r-elde-borek
779,2p2c5u-Firin-35-5
780,2y7kl1-gombe-snack-cafe
781,58alcr-Divan-Pub
782,6frjon-Gencer-Lokantasi
783,b2zo8h-Cafe-Tip
784,1mp0d2-Imparator-Unlu-Mamulleri-2
785,1wxzty-Entree-Cafe
786,415ln1-Hakan-Usta-Kebap
787,xwzpr6-Deniz-Cafe
788,rnaur8-Gaziemir-Butikpasta
789,ahytws-Gel-Tantuni
790,tmox5v-Ekrem-Coskun-Doner-Meydan
791,djkao2-Forty-Eight
792,47loa9-Haan-Gaar-Cafe
793,te6u25-Imaj-Unlu-Mamuller
794,3lqi6i-Chocowhite-Splendid-Palace-Hotel
795,fkssd1-Cafe-S
796,h177rj-Ipek-Cay-Evi
797,63619i-Dort-Mevsim-Kafe
798,c1orug-geyik-cafe
799,nyh60m-ege-balik-evi
800,fl7qxq-dmo-kantin
801,41tz5n-Irfaniye-odunlu-ekmek-firini
802,qooh59-Caraliva-Coffee
803,hdbl8a-Harbour-Club-Restaurant
804,h9zd1i-Inci-Patisseire
805,y3omyg-Durumcu-Ahmet-Usta
806,w2ymt7-Hayal-Cafe-Kale
807,jkrnfj-Defne-Kebap
808,069szl-Gocmen-Borekcisi
809,314hm5-dizel-63
810,4mhbua-Incek-Atakent-Cafe
811,leyubs-Istanbul-Universitesi-Gol-Lokantasi
812,8kr7eb-Guler-Pide
813,l6ynoo-Firat-ET-Ve-IZGARA
814,k8436z-Home-Store-Cafe-Istmarina
815,mlv9az-Guneser-Et-Kombinasi
816,7yudeo-Dizel-cafe
817,bwfdn5-Kofteci-Canimin-Ici
818,19pv6k-Istanbul-Mercan-Yuvasi
819,wmnxau-Cevikbir-Meydani-Seyyar-Kokorecci
820,ncn2d0-Hancer-Kiraat-hanesi
821,2ehesq-Durummatik
822,ja8xr5-can-lezzet-borek-cafe
823,8rmo25-gravilya
824,ggzk6w-Hitit-Yemekhane
825,3gj005-Donerci-Orhan-Usta
826,pfp8wo-Ekomini-Degirmenonu
827,kyw54r-demlik-cafe
828,hqypgb-Hobi-Park-Cafe-Restaurant
829,hbcxfm-Etiler-Bagcilar-Bufe
830,oj79vh-Kosem-Bufe-Kokorec
831,9xquun-ehlikeyf-cafe
832,7b8z7u-Cumhuriyet-Patisserie
833,k1p2nq-Durumcu-nihat-usta
834,505ict-Cuba-Garden
835,l1g5ug-Eminenin-Mutfagi
836,phl47a-Has-Ekmek-Firini
837,g67aj2-Cura-Ocakbasi
838,1p2qld-Elibol-Kokorec
839,ypgdsw-Gurme-Bufe
840,w0rp2q-Genclik-Kiraathanesi
841,c7msna-EREN-A-S
842,g09iy4-EMK-GRUP
843,sb1r0t-Has-Cafe-Nargile
844,130yqz-Fazli-Hocanin-Yeri
845,hquj70-Galaksi-Kafe
846,iykaon-Camekan
847,r53c77-Gazi-Bufe-Ve-Cay-Bahcesi
848,atd8bi-Djazzz
849,csw1jz-Damlatas-Meshur-Balikci
850,82wkrr-IKARIA-BALIK
851,lil15j-Halk-Ekmek-Cafe
852,7cyxfc-Demirbas-Kiraathanesi
853,w7skfb-Cafece
854,s2nvtc-Incirlik-Restaurant
855,rw051h-Ergin-Kafeterya
856,vza8hh-Houseofkamer
857,0jim9q-Izgara-Istanbul
858,qqzos4-Cafe-Sakli-Kose
859,e74eo4-finike
860,6p6y7u-Illy-Coffee
861,9qnq0g-Farilya-meyhane
862,85dxhg-INCIR-CAFE
863,yr9d1q-Gokdeniz-Sosyal-Tesisleri
864,ka4dod-Coffee-Bravo
865,n5f3x2-Inci-Pastanesi
866,esbm7v-Demirel-Lezzet-Duragi
867,drpntl-Cevahir-Cafe
868,0sr5pt-ekin-cafe-restaurant-onaltidokuz
869,xr158m-Ender-Cafe
870,fe4jfd-Hanimeli-Gozleme-Yufka
871,bhx86g-Efsane-Kokorec
872,sbrsk8-Duygu-Cafe
873,60z728-Istanbul-Pastanesi
874,by5q7n-Cookshop
875,j20hgc-David-People
876,nc2d9b-Eski-Gunler-Cafe
877,1h14bs-ekler-pasta-evi
878,a3oe7o-Gonyali-Restaurant
879,ed9ojd-Furkan-Bufe
880,k8icp0-Efe-Kirahathanesi
881,bbhijm-Hatipoglu-Fastfood-Ve-Market
882,rmy7id-Ice-Cafe-Roma
883,8v4but-Damak-Pastanesi
884,qwouc5-Gurpinar-Sahil-Deniz-Kizi-Cafe
885,b3q1s6-Erol-Sokak-Lezzetleri-Trilye
886,vkyd6k-Eskisehir-Cay-ve-Tost-Evi
887,j4xvuo-Etlik-Veteriner-Kontrol-Merkez-Arastirma-Enstitusu-Kafeterya
888,n8au3q-garanti-vip
889,b9fhim-Camlik-Havuz-Basi
890,akce5j-HILL-fast-Food
891,l74kqn-Emre-Kahvalti-Salonu
892,6tj9wu-Chillbox
893,8zrvqt-Damla-Et-Ve-Tavuk
894,vpwumo-Ilk-Adim-Izmir-Kokorec
895,vjwd2u-Kosk-Cafe-Buca
896,6vzf8e-Gazi-Hastanesi-Cafesi
897,aylvja-EKMEGIM-FIRIN-CAFE
898,0rugs6-Cevher-Unlu-Mamulleri
899,t4z119-Horofa-Bufe
900,2z9y9b-Gumuldur-Hilsin-Pide
901,spspet-Gokkusagi-Dondurma
902,bzxiyd-Dilayda-Pasta-Cafe
903,m9xl3d-Ceylan-Cafe
904,nltfam-Ertugrul-Odunlu-Ekmek-Firini-Unlu-Mamuller
905,9zww5f-Cazo-coffe-goztepe
906,n8f8tt-Cinaralti-Aile-Caybahcesi-Hereke-Marina
907,7s32cy-Durumcum-Offf-Airport-Restaurant
908,78jchx-Florit-Cafe
909,nidmq1-Dokuz-Eylul-Universitesi-Tip-Fakultesi-Bufesi
910,j3bn0c-Huqqa
911,yitjgh-esin-pide-kebap
912,xr97ui-gizli-bahce
913,txeqzx-Cape-Point
914,pfrznw-Cigkofteci-Omer-Usta
915,7wqyk6-hastavuk-izgara
916,oyj4zq-Injir-Cafe-Restaurant
917,s9yrq5-Cohibba
918,ururh6-Cati-cafe
919,69jssp-Dadas-Rfrns-Cafe
920,qev6rw-Dagyakasi-Kirkahvesi
921,zgwwzw-Efeler-Pide
922,gx5d5j-Deniz-Yolu-Kofte-Kokorec
923,2ixixm-Cebeci-Midpoint
924,p757rn-Ferah-Talebe-Yurdu-Kermesi
925,wmy1s6-ilica-hotel-restaurant
926,nb9bfg-Elif-Pide
927,evo071-Dondurmaci-Kamil
928,ctvyt1-cafle
929,xgy31x-Eregli-Down-Cafe
930,fq08te-Cenk-Cafe
931,lovjw4-Izzet-i-Ikram-Cafe-Ve-Kahvalti-Evi
932,lwvdra-DEM-CAFE
933,kpc7nh-Guzel-Bir-Yer-Cafe-Restaurant
934,znguvv-Ezgi-Unlu-Mamuller-Evi
935,xgjbz3-Fidan-Unlu-Mamulleri
936,hodzxo-Das-Firin
937,1laisv-el-emegi-pasta-cafe
938,8zdnpb-Cigerci-Fatih-Usta
939,9rxy1e-Delimarche
940,y60o08-Dsi-lokal-restaurant
941,5e8k3h-Iliksu-Cafe
942,ztb13s-Havuzlu-Bahce-Restaurant
943,7ef7qp-Centro-Restaurant
944,2y1q7f-Durumcu-Murat-Abi
945,gme4d9-Idil-Cafe
946,3llazc-Fener-Burnu-Seyru-Sefa-Cafe-Bar
947,dvcscn-D-Cafe
948,ru58q0-Cafess
949,emu3sv-Gokceli-Express
950,0g61vv-Fermaki
951,tvcai6-FiruzBey-Fasil
952,jxw452-Deruni-Cafe
953,wj5njp-Hatobucks
954,cam2jk-Coffee-Meal
955,v9526f-Gokkusagi-Borek-Evi
956,7za0ki-Efes
957,ys566w-Huner-Borek-ve-Cafe
958,6oae96-Has-Bahce-Et-Mangal-Kahvalti
959,45pgtj-Hosgoru-Istanbul-Pasta-Cafe
960,bcvfm3-Eren-Kebap
961,xogvln-Cafe-Robinson
962,5hlroj-golbasi-cafe
963,uphb9p-Ferhat-Etliekmek-Lahmacun
964,ol0bve-Cansu-ocakbasi
965,er55m2-Hidirli-Ozel-Restaurant
966,1c6b59-Ceviz-Agaci-Cafe
967,j68tg5-Hayalperest
968,2ymwtb-Eyup-Usta-Pide
969,qezjmh-Cukurambar
970,4tdv0a-Degirmen-Cafe-Hookah
971,qjgs10-Fantasia-Hotel-De-Luxe-Restaurant
972,q8kwxs-Hangar-Cafe
973,78wgu1-Kofteci-Arif
974,b3ouro-Inci-Rest-Cafe
975,jism90-Isil-Cafe
976,ohdqoz-Chef
977,dr6cfo-cigerci-ethem-usta
978,kl0p2f-Guner-Etli-Ekmek
979,6c3maq-dilaver-Pastahaneleri-Gata
980,gbuyji-Golbahce-garden-Menderes
981,xvpu69-Hadi-Gari-Cafe
982,r0e8qg-Engelsiz-Cafe
983,9cw7jv-Isvec-Restauranti
984,1jehoj-Gift-Lovers-Cafe
985,pvg3mi-esentepe-ekmek-firini-cepnioglu
986,w9k63u-Classic-Restaurant
987,34autd-gurme-dunyasi
988,7v95uk-Emrah-Cafe
989,oxhpqh-Cafe-Puur
990,vg8rno-dumankaya-marmara-et
991,ktjuwa-Gap-Ekmek-Firinni
992,wta2ua-Iso
993,4vevqx-Gaziemir-urfali-Kebap-Halil-Emrah-Usta
994,2s12eb-Kofteci-Cengiz
995,1acakk-Gurme-Unlu-Mamulleri
996,zh1jps-Jimmy-Joker-Bistro
997,ng7rbg-Cumhuriyet-Cafe
998,5ja8ma-Cafeterya
999,astomo-Ce-Ce-Cafe
1000,if5ynd-Hanbey-Et-ve-Mangal
1001,erbgq5-Haci-Baba-Aile-Cay-Bahcesi
1002,7f1tx3-Durumcu-Osman
1003,rhjgpk-Hookah-Palace-Cafe
1004,gs7xum-Kofteci-Babacan
1005,cintq3-Foccacia
1006,cpxqj5-Gumusluk-Corbacisi
1007,zdygc0-Dedem-Cizbiz
1008,rwbf9x-esen-cafe
1009,v7pyon-Ihlamurkuyu-Lezzet-Esnaf-Lokantasi
1010,is2b9b-Gonultadinaturelurunleri
1011,iit0t2-Danis-Cafe
1012,v5qc8d-Goztepe-Ekmek-Firini
1013,ol12kn-Gul-restaurant
1014,qzmfx8-Huseyingazi-Cuma-Pazari
1015,4bb01r-CafeSm-2
1016,1m0vk4-GOK-AR
1017,jxynu2-David-People
1018,z0j6ry-deniz-Kokorec
1019,lupf24-Kofteci-Kazim
1020,sjl89r-DogaKoyu-Catalca
1021,b05nph-GKs-lobby-bar
1022,d9jcdl-Dostlar-Restaurant
1023,tnjisz-enes-cafe
1024,2kbfjz-cihan-unlu-mamulleri
1025,zsf888-Gar-Pastanesi
1026,ucaq1q-Jacks-Home
1027,qb2567-Dagli-Princ-Market
1028,prpzef-Irmak-Tekel-Bufe
1029,ld9c0v-Havuz-Cafe
1030,xph8t1-Irmak-Cafe
1031,nh1f58-Cevizli-Kiraathanesi
1032,2hp5qp-Cigerci-Yasar
1033,v1m1i3-Eskisehir-Sehir-Hastanesi-Cafeteria
1034,5psuba-Fatih-Cafe
1035,fjylx8-Ekin-Ova-Firini
1036,8lwf79-Fukara-Cafe
1037,5lhkkw-Cigerci-Koc
1038,pa3id8-Hasbihal-Cafe
1039,93v595-Has-soy-ekmek-firini
1040,cf7396-FuRkaN-ET
1041,ay73wz-Gultekin-Bici
1042,jidk3u-fetih-1453-ocakbasi
1043,5wh7ej-Ismetin-Kahve
1044,wh2rno-Hasanin-Yeri
1045,cp547h-Istanbul-Kokteyl
1046,w7cgai-Cennet-Yemek-Salonu
1047,xwthhu-Hatay-Sark-Sofrasi-Ibrahim-Taylan
1048,hkq3bj-Gul-Kebap-RESTAURANT
1049,xvp1dv-Citir-Kebap-Durum
1050,1lcuv7-Iyi-Dilekler-Pastanesi
1051,19qa7m-Firintas
1052,gx6uhn-guleryz-firin
1053,7oz9a0-Donerci-Celal-Usta
1054,u17ylb-Ersin-Et-Market
1055,q0wy7r-Dodo-Girgir-Cafe
1056,2tjl1j-Hm-Pasta-Cafe
1057,9pjtyl-Grow-Cafe-Rest
1058,8sjy7w-Golden-Beach-Restaurant
1059,vw2g4f-Degirmen-Dere-Restaurant-Ve-Koy-Kahvaltisi
1060,nzzw1d-Eylul-Pastanesi
1061,2rvnn1-chefs-doner
1062,atsn1s-Eski-Cesme-Kebapcisi
1063,rcdbij-Kosede-Bir-Yer-Cafe
1064,7jrt05-Esentepe
1065,w3xhvm-Cafe-Sakli-Bahce
1066,p5j69w-Et-DUNYASI-IBRAHIM-USTA
1067,83fuij-Cafe-Quartet
1068,4t8wyl-eregli-bag-evi
1069,po0lor-ergun-baba-nin-yeri
1070,9uo401-Gocmen-Borekcisi-Kosekoy
1071,8wjijk-Ipek-Bufe
1072,swc0iy-donuk-ekmek-fabrikasi
1073,azqeop-Erencan-cafe
1074,1iqs0r-Italyan
1075,oy1dde-Happy-Moons
1076,jnd5q6-Durak-Cafe
1077,j0umly-Doner-Home
1078,uety5g-Dilek-Pastanesi
1079,paan3b-Greenhouse-Cafe
1080,w8zhp1-Dospresso-coffee-Donut
1081,2o0pmh-Hent-Cafe
1082,a20gq8-fasl-i-nihavend-meyhane
1083,f8ehly-Elite-Kasap-Gurme-Sarkuteri
1084,jkqfub-Gumus-Kumsal-Gazino
1085,h3vk85-Firinhane-Cafe-Patisserie-Meydan
1086,c14mei-Hatay-Ocakbasi
1087,xrc9n7-Han-Restaurant
1088,qwahsm-gecit-1-mola-cafe
1089,erwmcr-Can-Kardesler-Cafe-Kuruyemis
1090,7sn731-Goztepe-Unlu-Mamulleri
1091,l0iznf-hanedan-pastanesi
1092,losib7-Ferrera-Cafe-B-pasa
1093,bucel0-DerinBahce-Restaurant
1094,iuhb49-Dayinin-Yeri
1095,t1l93x-Engin-Usta-Gemlik-Lokantasi
1096,dzxgwl-Hanimeli-Cig-Borek
1097,m81ccn-Cafe-Viva
1098,15lk8q-Evvel-Zaman-Cafe
1099,a8qm6l-Hitit-Firin-Kazdallar
1100,k2cxhs-Cengizhan-Pazar-Yeri
1101,8t9rx9-Hira-Etliekmek
1102,djtoil-dunyagoz-cafe
1103,givjaz-Ciksalin-Meydan-bufe
1104,fivp1w-Istasyon-Cafe-Metro
1105,205pmh-Famkoo-Cafe
1106,rgvx0m-GaziAntep-Restourant
1107,tgqwxq-Gindap-Cafe
1108,e8glb2-Guloglu-firin
1109,yojri7-Gunes-Ekmek
1110,04codl-De-ly-Kirmizi-Kedi-Kalamis
1111,rxzklh-Familia-Cafe
1112,mr9ado-Casablanca
1113,iniula-Es-Durum
1114,04exz9-Demiroglu-Kardesler-Ekmek-Firini
1115,xphn5c-gumus-ege-unlu-mamuller
1116,1f0dzm-Ege-Ada-Kokorec
1117,mgifmu-Cafe-Pik-Bistro-Nargile
1118,60ogyq-Gumuskaya-Kasap-Et-Pisiricisi
1119,0c2lni-Esinti-Pasta-Cafe
1120,cj5mfl-Grand-MirAmor-Personel-Yemekhanesi
1121,yuyayf-Dalyan-Ekmek
1122,fdfz4b-Eymen-Etliekmek
1123,jrzt15-Cem-Cafe
1124,hsenjm-Golbasi-Et-Ve-Balik-Restaurant
1125,suup3x-Haci-Baki-Cafe
1126,ifsepa-Full-Durum
1127,hyxq2c-Gizli-Bahce
1128,2ux5g3-Cup-Cafe
1129,se1e5f-DeFacto-Cafe
1130,h99fja-Ensar-Firin-Kahve-Evi
1131,58zmx7-Ferah-Kebap-Ve-Lahmacun-Salonu
1132,5zy6h9-Doruk-Izgara
1133,ipz9zr-Gar-Restaurant
1134,5o8eka-Hisarli-Pide
1135,vtk5kb-Erve-Cafe
1136,0lqpzt-Go-Go-Kokorec
1137,xtfb7l-Hasankeyf
1138,3hg1t2-Hatay-gurme-doner
1139,zoxeyv-Efsane-Kokorec
1140,8i804z-Ekin-Cafe
1141,lladqb-Can-Manti
1142,92qhdh-donerci-emir-usta
1143,3prwm3-Ege-Pastanesi
1144,zn4en2-enesin-yeri
1145,1ps9y4-Cumalinin-Yeri
1146,73jew4-Escaldess-Cafe
1147,q5mgm0-Ilk-Istasyon-Plus
1148,wo1d4i-Forever-Club-Main-Restaurant
1149,5sf5fs-Flamingo-Cafe
1150,ur5jc8-cansu-cafe
1151,fjko4l-Dersaadet-Kahve-Ve-Saire
1152,9rhkpf-Eylul-Pasta-Cafe
1153,acrs3y-Cumhuriyet-Akdere
1154,6llxcs-Kofteci-Apo
1155,tbu1wx-Dolu-Firin
1156,inaaik-Campus-Cafe
1157,ssg1rx-Fikriye-Meyhane
1158,dbeu77-Genclik-Parki-Kofteci
1159,qj2g91-Ehibb-Kafe
1160,7u8xy9-Gozde-Cafe
1161,cn6ybu-gumuldur-oba-cafe
1162,0vnrov-Gece-Boyozcusu
1163,hv1swg-huseyin-in-yeri
1164,uut10c-Gamzeli
1165,b3ue9d-Gulben-Balik-Evi
1166,nn0cdf-Dusky-Cafe-Restaurant
1167,otqe5h-Eftalia-Aqua-Main-Restaurant
1168,dtx12g-Kofteci-Muhtar
1169,2hv4wt-Deveci-Otantik-Cafe
1170,q59z68-Hurma-Firin-Kafe
1171,a4gcia-Can-Usta-Cag-Kebabi
1172,tl66fw-Kofteci-Cuneytin-Yeri
1173,bu3eth-Hatay-Sofrasi-Citlenbik
1174,qy1zob-deepoo
1175,fidiy8-Haci-Ibrahim-Kahvecisi
1176,p32mrh-evka4-bizim-cafe
1177,oxcuil-Cafee
1178,8dvgzc-florya-kahve-deryasi
1179,2wtzz9-Camlikosk-Restaurant
1180,1ale7l-Ilhan-Varank-Imam-Hatip-Lisesi-Kantin
1181,jhg6nu-Cuiba-C-D
1182,tdbesz-Camlik-Sosyal-Tesisleri
1183,voaec6-Dolunay-Cafe-Bistro
1184,rr024h-Emin-Cafe-Firin
1185,38maoy-gencler-unlu-mamulleri-camlik
1186,wtxw52-Ebruli-Cafe
1187,dcfobl-Cafe-Ray
1188,9oatj3-Efe-Arda-Cafe
1189,vntpcu-Damak-Kofte
1190,yzudho-Cigerci-Yakup-Usta
1191,106q17-Huzurla-Kafe-Iskele
1192,6d85b8-Halkali-Kokorec
1193,3zm123-Draman-Unlu-Mamulleri
1194,tzy4aa-Istanbul-Sariyer-Borek-Cafe
1195,f9xb0x-Hasanaga-Toki-Cafe
1196,ijgt5s-Kofteci-Harun
1197,24mmp2-Duvar-Cafe
1198,yhqiyf-Davut-Efendi
1199,cdmyfd-CAN-DONER-SALONU
1200,6ph452-David-People-Cafe-Food
1201,ar0y45-Haszade-Kahvecisi
1202,msyr4h-Degirmen-Pastanesi
1203,aq3jjj-Hanedan-Durum-Evi
1204,z3decp-Diyar-Caf-Restaurant
1205,mjcwfo-camli-Kahve
1206,19nesl-Devlet-Su-Isleri
1207,nzxo9u-Cafecix
1208,0atp1k-HUKUMET-MEYDANI
1209,t7wdes-FATIH-SURICI
1210,zi41qv-Imaj-Cafe
1211,pg58n0-Iskele-Cafe
1212,5nren7-Clinic-Coffee-Co
1213,t3v6jq-Cafe-Rota
1214,4ususz-Hanimeli-cafe
1215,mhdjgp-kofteci-huseyin-usta
1216,tqzb1i-Gift-Gourmet-Yemek-Atolyesi
1217,envelh-Ikizler-Cafe
1218,jkgjrs-Hisar-Restaurant
1219,j2483w-Deydin-Kasap-Izgara-Cafe-Restaurant
1220,2mlpk0-Gol-Evi
1221,58vwa5-Emirgan-sahil-caycisi
1222,vmphr1-Hadirli-Merkez-Restaurant
1223,118vvz-Girit-Kahvesi
1224,4ihjio-Granada-Luxury-Steak-House
1225,xbjybg-Horhor-Kebabistan
1226,6jsaws-Ercan-Unlu-Mamulleri2
1227,sf5xgf-DaDa-Cafe
1228,eyk3gd-Hasanin-Yeri
1229,jmk66c-Gencler-Cafe
1230,33wqhf-Denizim-Restorant-Cafe
1231,zl8poq-Expres-Kahvalti-Salonu
1232,fasctz-Eski-Koy-Kahvesi
1233,xb3pmn-cotyora
1234,bqiz5b-Fame-Main-Restaurant
1235,19vnml-incioglu
1236,4tvlhn-Denizsa-Cafe-Ev-Yemekleri
1237,xgws8q-Degirmen-Pastanesi
1238,9pzx8e-Cafe-Samyeli
1239,31y0ce-HaVen-Bistro-Cafe
1240,7plwru-Hisar-Ekmek-Firini
1241,nbonxd-Coco-Jambos
1242,k3r0va-Eksihane-Artisan-Bakery
1243,vad613-Efsane-Restaurant
1244,a3m5fz-Can-Bufe
1245,kbr1qk-Day-Nite-Hookah-Lounge
1246,ycwfyo-Has-Ekmek-Fabrikasi
1247,zpfirx-Erenkoy-Asli-Borek
1248,wmfin4-Hurma-Cafe
1249,yg19dl-ERZURUM-CAG-KEBABI-BAYRAM-USTA
1250,fx3l9o-Cevizli-Kofteci-GAUN-Carsi
1251,nuzbr3-Cumhuriyet-restaurant
1252,042len-Hizmet-Pide-Bozyaka
1253,nxp73k-IBB-Merter-Yemekhanesi
1254,j0wya1-Hayalim-Cafe
1255,vtzmq2-Cafe-Workers-TR
1256,l2hw5r-Elit-Ekmek-Unlu-Mamuller-Bakery-Pasty
1257,ixir58-Huzur-Lokantasi
1258,1u60hc-Clup-Hotel-Barbarossa-Restaurant
1259,ggx4vr-Elit-Pastanesi-Cekmekoy
1260,qril6f-Dospresso-Donut-Coffee
1261,i1hpze-Han-Cafe
1262,tycqk4-Gozde-ekmek-dunyasi
1263,924i59-Hey-Taxi-Cafe
1264,j1yawn-Cafe4You
1265,1d493l-Irmak-Kuruyemis
1266,d78p6s-Eyup-Sultan-Mahallesi-Halk-Pazari
1267,en42ke-Gel-Gor-Gari-Pide-Kebap-Salonu
1268,o06ugb-Filiz-Pastanesi-Basibuyuk
1269,3531h4-heva-Pastane
1270,0x0zgg-halasinin-evi
1271,jutgx7-Gokceli-Ekpres
1272,50pnev-Krfez-Cay-Evi
1273,66x797-Donatello
1274,bako36-Camlica-restaurant
1275,jrs9ue-Duru-Ekmek-Unlu-Mamulleri
